Date,Category,Setting,Count
6/2021,Diabetes,Inpatient Discharges,2372
7/2021,Diabetes,Inpatient Discharges,2499
8/2021,Diabetes,Inpatient Discharges,3546
9/2021,Diabetes,Inpatient Discharges,3901
10/2021,Diabetes,Inpatient Discharges,3510
11/2021,Diabetes,Inpatient Discharges,3346
12/2021,Diabetes,Inpatient Discharges,3803
1/2018,Homeless,Inpatient Discharges,124
2/2018,Homeless,Inpatient Discharges,81
3/2018,Homeless,Inpatient Discharges,73
4/2018,Homeless,Inpatient Discharges,76
5/2018,Homeless,Inpatient Discharges,85
6/2018,Homeless,Inpatient Discharges,79
7/2018,Homeless,Inpatient Discharges,101
8/2018,Homeless,Inpatient Discharges,98
9/2018,Homeless,Inpatient Discharges,98
10/2018,Homeless,Inpatient Discharges,100
11/2018,Homeless,Inpatient Discharges,85
12/2018,Homeless,Inpatient Discharges,99
1/2019,Homeless,Inpatient Discharges,126
2/2019,Homeless,Inpatient Discharges,119
3/2019,Homeless,Inpatient Discharges,110
4/2019,Homeless,Inpatient Discharges,94
5/2019,Homeless,Inpatient Discharges,106
6/2019,Homeless,Inpatient Discharges,90
7/2019,Homeless,Inpatient Discharges,105
8/2019,Homeless,Inpatient Discharges,102
9/2019,Homeless,Inpatient Discharges,104
10/2019,Homeless,Inpatient Discharges,111
11/2019,Homeless,Inpatient Discharges,105
12/2019,Homeless,Inpatient Discharges,107
1/2020,Homeless,Inpatient Discharges,136
2/2020,Homeless,Inpatient Discharges,109
3/2020,Homeless,Inpatient Discharges,132
4/2020,Homeless,Inpatient Discharges,120
5/2020,Homeless,Inpatient Discharges,118
6/2020,Homeless,Inpatient Discharges,110
7/2020,Homeless,Inpatient Discharges,127
8/2020,Homeless,Inpatient Discharges,145
9/2020,Homeless,Inpatient Discharges,106
10/2020,Homeless,Inpatient Discharges,114
11/2020,Homeless,Inpatient Discharges,119
12/2020,Homeless,Inpatient Discharges,172
1/2021,Homeless,Inpatient Discharges,226
2/2021,Homeless,Inpatient Discharges,140
3/2021,Homeless,Inpatient Discharges,124
4/2021,Homeless,Inpatient Discharges,117
5/2021,Homeless,Inpatient Discharges,118
6/2021,Homeless,Inpatient Discharges,93
7/2021,Homeless,Inpatient Discharges,127
8/2021,Homeless,Inpatient Discharges,174
9/2021,Homeless,Inpatient Discharges,164
10/2021,Homeless,Inpatient Discharges,156
11/2021,Homeless,Inpatient Discharges,172
12/2021,Homeless,Inpatient Discharges,169
1/2018,Hypertension,Inpatient Discharges,6180
2/2018,Hypertension,Inpatient Discharges,4576
3/2018,Hypertension,Inpatient Discharges,5137
4/2018,Hypertension,Inpatient Discharges,4253
5/2018,Hypertension,Inpatient Discharges,4171
6/2018,Hypertension,Inpatient Discharges,3925
7/2018,Hypertension,Inpatient Discharges,3931
8/2018,Hypertension,Inpatient Discharges,3940
9/2018,Hypertension,Inpatient Discharges,3596
10/2018,Hypertension,Inpatient Discharges,3892
11/2018,Hypertension,Inpatient Discharges,4221
12/2018,Hypertension,Inpatient Discharges,4751
1/2019,Hypertension,Inpatient Discharges,5157
2/2019,Hypertension,Inpatient Discharges,4636
3/2019,Hypertension,Inpatient Discharges,5068
4/2019,Hypertension,Inpatient Discharges,4437
5/2019,Hypertension,Inpatient Discharges,4358
6/2019,Hypertension,Inpatient Discharges,3991
7/2019,Hypertension,Inpatient Discharges,3985
8/2019,Hypertension,Inpatient Discharges,3818
9/2019,Hypertension,Inpatient Discharges,3790
10/2019,Hypertension,Inpatient Discharges,4100
11/2019,Hypertension,Inpatient Discharges,4125
12/2019,Hypertension,Inpatient Discharges,4652
1/2020,Hypertension,Inpatient Discharges,5336
2/2020,Hypertension,Inpatient Discharges,4844
3/2020,Hypertension,Inpatient Discharges,4989
4/2020,Hypertension,Inpatient Discharges,4912
5/2020,Hypertension,Inpatient Discharges,4674
6/2020,Hypertension,Inpatient Discharges,4483
7/2020,Hypertension,Inpatient Discharges,5567
8/2020,Hypertension,Inpatient Discharges,5387
9/2020,Hypertension,Inpatient Discharges,4474
10/2020,Hypertension,Inpatient Discharges,4357
11/2020,Hypertension,Inpatient Discharges,5224
12/2020,Hypertension,Inpatient Discharges,10774
1/2021,Hypertension,Inpatient Discharges,14802
2/2021,Hypertension,Inpatient Discharges,7860
3/2021,Hypertension,Inpatient Discharges,5441
4/2021,Hypertension,Inpatient Discharges,4245
5/2021,Hypertension,Inpatient Discharges,4193
6/2021,Hypertension,Inpatient Discharges,3850
7/2021,Hypertension,Inpatient Discharges,4248
8/2021,Hypertension,Inpatient Discharges,5509
9/2021,Hypertension,Inpatient Discharges,5980
10/2021,Hypertension,Inpatient Discharges,5568
11/2021,Hypertension,Inpatient Discharges,5436
12/2021,Hypertension,Inpatient Discharges,6052
1/2018,Mood Disorders (Excluding Depression),Inpatient Discharges,112
2/2018,Mood Disorders (Excluding Depression),Inpatient Discharges,95
3/2018,Mood Disorders (Excluding Depression),Inpatient Discharges,99
4/2018,Mood Disorders (Excluding Depression),Inpatient Discharges,88
5/2018,Mood Disorders (Excluding Depression),Inpatient Discharges,86
6/2018,Mood Disorders (Excluding Depression),Inpatient Discharges,100
7/2018,Mood Disorders (Excluding Depression),Inpatient Discharges,88
8/2018,Mood Disorders (Excluding Depression),Inpatient Discharges,71
9/2018,Mood Disorders (Excluding Depression),Inpatient Discharges,57
10/2018,Mood Disorders (Excluding Depression),Inpatient Discharges,90
11/2018,Mood Disorders (Excluding Depression),Inpatient Discharges,87
12/2018,Mood Disorders (Excluding Depression),Inpatient Discharges,100
1/2019,Mood Disorders (Excluding Depression),Inpatient Discharges,90
2/2019,Mood Disorders (Excluding Depression),Inpatient Discharges,90
3/2019,Mood Disorders (Excluding Depression),Inpatient Discharges,113
4/2019,Mood Disorders (Excluding Depression),Inpatient Discharges,102
5/2019,Mood Disorders (Excluding Depression),Inpatient Discharges,98
6/2019,Mood Disorders (Excluding Depression),Inpatient Discharges,69
7/2019,Mood Disorders (Excluding Depression),Inpatient Discharges,72
8/2019,Mood Disorders (Excluding Depression),Inpatient Discharges,92
9/2019,Mood Disorders (Excluding Depression),Inpatient Discharges,99
10/2019,Mood Disorders (Excluding Depression),Inpatient Discharges,97
11/2019,Mood Disorders (Excluding Depression),Inpatient Discharges,92
12/2019,Mood Disorders (Excluding Depression),Inpatient Discharges,103
1/2020,Mood Disorders (Excluding Depression),Inpatient Discharges,106
2/2020,Mood Disorders (Excluding Depression),Inpatient Discharges,117
3/2020,Mood Disorders (Excluding Depression),Inpatient Discharges,130
4/2020,Mood Disorders (Excluding Depression),Inpatient Discharges,128
5/2020,Mood Disorders (Excluding Depression),Inpatient Discharges,119
6/2020,Mood Disorders (Excluding Depression),Inpatient Discharges,123
7/2020,Mood Disorders (Excluding Depression),Inpatient Discharges,118
8/2020,Mood Disorders (Excluding Depression),Inpatient Discharges,101
9/2020,Mood Disorders (Excluding Depression),Inpatient Discharges,101
10/2020,Mood Disorders (Excluding Depression),Inpatient Discharges,120
11/2020,Mood Disorders (Excluding Depression),Inpatient Discharges,119
12/2020,Mood Disorders (Excluding Depression),Inpatient Discharges,184
1/2021,Mood Disorders (Excluding Depression),Inpatient Discharges,279
2/2021,Mood Disorders (Excluding Depression),Inpatient Discharges,164
3/2021,Mood Disorders (Excluding Depression),Inpatient Discharges,119
4/2021,Mood Disorders (Excluding Depression),Inpatient Discharges,98
5/2021,Mood Disorders (Excluding Depression),Inpatient Discharges,101
6/2021,Mood Disorders (Excluding Depression),Inpatient Discharges,95
7/2021,Mood Disorders (Excluding Depression),Inpatient Discharges,90
8/2021,Mood Disorders (Excluding Depression),Inpatient Discharges,133
9/2021,Mood Disorders (Excluding Depression),Inpatient Discharges,133
10/2021,Mood Disorders (Excluding Depression),Inpatient Discharges,122
11/2021,Mood Disorders (Excluding Depression),Inpatient Discharges,114
12/2021,Mood Disorders (Excluding Depression),Inpatient Discharges,131
1/2018,Non-Mood Psychotic Disorders,Inpatient Discharges,199
2/2018,Non-Mood Psychotic Disorders,Inpatient Discharges,135
3/2018,Non-Mood Psychotic Disorders,Inpatient Discharges,134
4/2018,Non-Mood Psychotic Disorders,Inpatient Discharges,125
5/2018,Non-Mood Psychotic Disorders,Inpatient Discharges,134
6/2018,Non-Mood Psychotic Disorders,Inpatient Discharges,97
7/2018,Non-Mood Psychotic Disorders,Inpatient Discharges,132
8/2018,Non-Mood Psychotic Disorders,Inpatient Discharges,113
9/2018,Non-Mood Psychotic Disorders,Inpatient Discharges,97
10/2018,Non-Mood Psychotic Disorders,Inpatient Discharges,99
11/2018,Non-Mood Psychotic Disorders,Inpatient Discharges,106
12/2018,Non-Mood Psychotic Disorders,Inpatient Discharges,130
1/2019,Non-Mood Psychotic Disorders,Inpatient Discharges,144
2/2019,Non-Mood Psychotic Disorders,Inpatient Discharges,128
3/2019,Non-Mood Psychotic Disorders,Inpatient Discharges,127
4/2019,Non-Mood Psychotic Disorders,Inpatient Discharges,126
5/2019,Non-Mood Psychotic Disorders,Inpatient Discharges,134
6/2019,Non-Mood Psychotic Disorders,Inpatient Discharges,110
7/2019,Non-Mood Psychotic Disorders,Inpatient Discharges,110
8/2019,Non-Mood Psychotic Disorders,Inpatient Discharges,128
9/2019,Non-Mood Psychotic Disorders,Inpatient Discharges,117
10/2019,Non-Mood Psychotic Disorders,Inpatient Discharges,129
11/2019,Non-Mood Psychotic Disorders,Inpatient Discharges,140
12/2019,Non-Mood Psychotic Disorders,Inpatient Discharges,121
1/2020,Non-Mood Psychotic Disorders,Inpatient Discharges,142
2/2020,Non-Mood Psychotic Disorders,Inpatient Discharges,153
3/2020,Non-Mood Psychotic Disorders,Inpatient Discharges,184
4/2020,Non-Mood Psychotic Disorders,Inpatient Discharges,196
5/2020,Non-Mood Psychotic Disorders,Inpatient Discharges,185
6/2020,Non-Mood Psychotic Disorders,Inpatient Discharges,173
7/2020,Non-Mood Psychotic Disorders,Inpatient Discharges,187
8/2020,Non-Mood Psychotic Disorders,Inpatient Discharges,196
9/2020,Non-Mood Psychotic Disorders,Inpatient Discharges,134
10/2020,Non-Mood Psychotic Disorders,Inpatient Discharges,134
11/2020,Non-Mood Psychotic Disorders,Inpatient Discharges,185
12/2020,Non-Mood Psychotic Disorders,Inpatient Discharges,310
1/2021,Non-Mood Psychotic Disorders,Inpatient Discharges,404
2/2021,Non-Mood Psychotic Disorders,Inpatient Discharges,198
3/2021,Non-Mood Psychotic Disorders,Inpatient Discharges,173
4/2021,Non-Mood Psychotic Disorders,Inpatient Discharges,148
5/2021,Non-Mood Psychotic Disorders,Inpatient Discharges,112
6/2021,Non-Mood Psychotic Disorders,Inpatient Discharges,130
7/2021,Non-Mood Psychotic Disorders,Inpatient Discharges,116
8/2021,Non-Mood Psychotic Disorders,Inpatient Discharges,183
9/2021,Non-Mood Psychotic Disorders,Inpatient Discharges,177
10/2021,Non-Mood Psychotic Disorders,Inpatient Discharges,160
11/2021,Non-Mood Psychotic Disorders,Inpatient Discharges,178
12/2021,Non-Mood Psychotic Disorders,Inpatient Discharges,190
1/2018,Nonpsychotic Disorders (Excluding Anxiety),Inpatient Discharges,14
2/2018,Nonpsychotic Disorders (Excluding Anxiety),Inpatient Discharges,17
3/2018,Nonpsychotic Disorders (Excluding Anxiety),Inpatient Discharges,18
4/2018,Nonpsychotic Disorders (Excluding Anxiety),Inpatient Discharges,15
5/2018,Nonpsychotic Disorders (Excluding Anxiety),Inpatient Discharges,19
6/2018,Nonpsychotic Disorders (Excluding Anxiety),Inpatient Discharges,15
7/2018,Nonpsychotic Disorders (Excluding Anxiety),Inpatient Discharges,15
8/2018,Nonpsychotic Disorders (Excluding Anxiety),Inpatient Discharges,9
9/2018,Nonpsychotic Disorders (Excluding Anxiety),Inpatient Discharges,10
10/2018,Nonpsychotic Disorders (Excluding Anxiety),Inpatient Discharges,7
11/2018,Nonpsychotic Disorders (Excluding Anxiety),Inpatient Discharges,19
12/2018,Nonpsychotic Disorders (Excluding Anxiety),Inpatient Discharges,11
1/2019,Nonpsychotic Disorders (Excluding Anxiety),Inpatient Discharges,16
2/2019,Nonpsychotic Disorders (Excluding Anxiety),Inpatient Discharges,13
3/2019,Nonpsychotic Disorders (Excluding Anxiety),Inpatient Discharges,19
4/2019,Nonpsychotic Disorders (Excluding Anxiety),Inpatient Discharges,10
5/2019,Nonpsychotic Disorders (Excluding Anxiety),Inpatient Discharges,13
6/2019,Nonpsychotic Disorders (Excluding Anxiety),Inpatient Discharges,12
7/2019,Nonpsychotic Disorders (Excluding Anxiety),Inpatient Discharges,10
8/2019,Nonpsychotic Disorders (Excluding Anxiety),Inpatient Discharges,10
9/2019,Nonpsychotic Disorders (Excluding Anxiety),Inpatient Discharges,12
10/2019,Nonpsychotic Disorders (Excluding Anxiety),Inpatient Discharges,13
11/2019,Nonpsychotic Disorders (Excluding Anxiety),Inpatient Discharges,19
12/2019,Nonpsychotic Disorders (Excluding Anxiety),Inpatient Discharges,18
1/2020,Nonpsychotic Disorders (Excluding Anxiety),Inpatient Discharges,15
2/2020,Nonpsychotic Disorders (Excluding Anxiety),Inpatient Discharges,20
3/2020,Nonpsychotic Disorders (Excluding Anxiety),Inpatient Discharges,13
4/2020,Nonpsychotic Disorders (Excluding Anxiety),Inpatient Discharges,11
5/2020,Nonpsychotic Disorders (Excluding Anxiety),Inpatient Discharges,17
6/2020,Nonpsychotic Disorders (Excluding Anxiety),Inpatient Discharges,11
7/2020,Nonpsychotic Disorders (Excluding Anxiety),Inpatient Discharges,9
8/2020,Nonpsychotic Disorders (Excluding Anxiety),Inpatient Discharges,15
9/2020,Nonpsychotic Disorders (Excluding Anxiety),Inpatient Discharges,7
10/2020,Nonpsychotic Disorders (Excluding Anxiety),Inpatient Discharges,8
11/2020,Nonpsychotic Disorders (Excluding Anxiety),Inpatient Discharges,14
12/2020,Nonpsychotic Disorders (Excluding Anxiety),Inpatient Discharges,28
1/2021,Nonpsychotic Disorders (Excluding Anxiety),Inpatient Discharges,21
2/2021,Nonpsychotic Disorders (Excluding Anxiety),Inpatient Discharges,22
3/2021,Nonpsychotic Disorders (Excluding Anxiety),Inpatient Discharges,9
4/2021,Nonpsychotic Disorders (Excluding Anxiety),Inpatient Discharges,19
5/2021,Nonpsychotic Disorders (Excluding Anxiety),Inpatient Discharges,9
6/2021,Nonpsychotic Disorders (Excluding Anxiety),Inpatient Discharges,10
7/2021,Nonpsychotic Disorders (Excluding Anxiety),Inpatient Discharges,14
8/2021,Nonpsychotic Disorders (Excluding Anxiety),Inpatient Discharges,10
9/2021,Nonpsychotic Disorders (Excluding Anxiety),Inpatient Discharges,18
10/2021,Nonpsychotic Disorders (Excluding Anxiety),Inpatient Discharges,11
11/2021,Nonpsychotic Disorders (Excluding Anxiety),Inpatient Discharges,18
12/2021,Nonpsychotic Disorders (Excluding Anxiety),Inpatient Discharges,17
1/2018,Obesity,Inpatient Discharges,949
2/2018,Obesity,Inpatient Discharges,753
3/2018,Obesity,Inpatient Discharges,828
4/2018,Obesity,Inpatient Discharges,664
5/2018,Obesity,Inpatient Discharges,665
6/2018,Obesity,Inpatient Discharges,616
7/2018,Obesity,Inpatient Discharges,605
8/2018,Obesity,Inpatient Discharges,627
9/2018,Obesity,Inpatient Discharges,579
10/2018,Obesity,Inpatient Discharges,603
11/2018,Obesity,Inpatient Discharges,635
12/2018,Obesity,Inpatient Discharges,738
1/2019,Obesity,Inpatient Discharges,772
2/2019,Obesity,Inpatient Discharges,730
3/2019,Obesity,Inpatient Discharges,811
4/2019,Obesity,Inpatient Discharges,727
5/2019,Obesity,Inpatient Discharges,660
6/2019,Obesity,Inpatient Discharges,650
7/2019,Obesity,Inpatient Discharges,609
8/2019,Obesity,Inpatient Discharges,613
9/2019,Obesity,Inpatient Discharges,602
10/2019,Obesity,Inpatient Discharges,636
11/2019,Obesity,Inpatient Discharges,598
12/2019,Obesity,Inpatient Discharges,712
1/2020,Obesity,Inpatient Discharges,875
2/2020,Obesity,Inpatient Discharges,792
3/2020,Obesity,Inpatient Discharges,795
4/2020,Obesity,Inpatient Discharges,874
5/2020,Obesity,Inpatient Discharges,807
6/2020,Obesity,Inpatient Discharges,867
7/2020,Obesity,Inpatient Discharges,1350
8/2020,Obesity,Inpatient Discharges,1383
9/2020,Obesity,Inpatient Discharges,972
10/2020,Obesity,Inpatient Discharges,897
11/2020,Obesity,Inpatient Discharges,1131
12/2020,Obesity,Inpatient Discharges,2911
1/2021,Obesity,Inpatient Discharges,4581
2/2021,Obesity,Inpatient Discharges,2233
3/2021,Obesity,Inpatient Discharges,1293
4/2021,Obesity,Inpatient Discharges,821
5/2021,Obesity,Inpatient Discharges,867
6/2021,Obesity,Inpatient Discharges,774
7/2021,Obesity,Inpatient Discharges,858
8/2021,Obesity,Inpatient Discharges,1592
9/2021,Obesity,Inpatient Discharges,1928
10/2021,Obesity,Inpatient Discharges,1436
11/2021,Obesity,Inpatient Discharges,1348
12/2021,Obesity,Inpatient Discharges,1349
1/2018,Pneumonia,Inpatient Discharges,4569
2/2018,Pneumonia,Inpatient Discharges,3379
3/2018,Pneumonia,Inpatient Discharges,3683
4/2018,Pneumonia,Inpatient Discharges,2994
5/2018,Pneumonia,Inpatient Discharges,2799
6/2018,Pneumonia,Inpatient Discharges,2670
7/2018,Pneumonia,Inpatient Discharges,2606
8/2018,Pneumonia,Inpatient Discharges,2603
9/2018,Pneumonia,Inpatient Discharges,2468
10/2018,Pneumonia,Inpatient Discharges,2551
11/2018,Pneumonia,Inpatient Discharges,2876
12/2018,Pneumonia,Inpatient Discharges,3195
1/2019,Pneumonia,Inpatient Discharges,3589
2/2019,Pneumonia,Inpatient Discharges,3204
3/2019,Pneumonia,Inpatient Discharges,3641
4/2019,Pneumonia,Inpatient Discharges,3072
5/2019,Pneumonia,Inpatient Discharges,2955
6/2019,Pneumonia,Inpatient Discharges,2731
7/2019,Pneumonia,Inpatient Discharges,2594
8/2019,Pneumonia,Inpatient Discharges,2413
9/2019,Pneumonia,Inpatient Discharges,2459
10/2019,Pneumonia,Inpatient Discharges,2653
11/2019,Pneumonia,Inpatient Discharges,2659
12/2019,Pneumonia,Inpatient Discharges,3116
1/2020,Pneumonia,Inpatient Discharges,3754
2/2020,Pneumonia,Inpatient Discharges,3481
3/2020,Pneumonia,Inpatient Discharges,3831
4/2020,Pneumonia,Inpatient Discharges,4195
5/2020,Pneumonia,Inpatient Discharges,3888
6/2020,Pneumonia,Inpatient Discharges,3656
7/2020,Pneumonia,Inpatient Discharges,5110
8/2020,Pneumonia,Inpatient Discharges,4959
9/2020,Pneumonia,Inpatient Discharges,3791
10/2020,Pneumonia,Inpatient Discharges,3476
11/2020,Pneumonia,Inpatient Discharges,4354
12/2020,Pneumonia,Inpatient Discharges,11244
1/2021,Pneumonia,Inpatient Discharges,16657
2/2021,Pneumonia,Inpatient Discharges,8076
3/2021,Pneumonia,Inpatient Discharges,4357
4/2021,Pneumonia,Inpatient Discharges,3079
5/2021,Pneumonia,Inpatient Discharges,2941
6/2021,Pneumonia,Inpatient Discharges,2722
7/2021,Pneumonia,Inpatient Discharges,3080
8/2021,Pneumonia,Inpatient Discharges,5102
9/2021,Pneumonia,Inpatient Discharges,5839
10/2021,Pneumonia,Inpatient Discharges,4839
11/2021,Pneumonia,Inpatient Discharges,4682
12/2021,Pneumonia,Inpatient Discharges,4964
1/2018,Respiratory Arrest/Failure,Inpatient Discharges,6465
2/2018,Respiratory Arrest/Failure,Inpatient Discharges,4874
3/2018,Respiratory Arrest/Failure,Inpatient Discharges,5245
4/2018,Respiratory Arrest/Failure,Inpatient Discharges,4489
5/2018,Respiratory Arrest/Failure,Inpatient Discharges,4345
6/2018,Respiratory Arrest/Failure,Inpatient Discharges,4133
7/2018,Respiratory Arrest/Failure,Inpatient Discharges,4100
8/2018,Respiratory Arrest/Failure,Inpatient Discharges,4131
9/2018,Respiratory Arrest/Failure,Inpatient Discharges,3887
10/2018,Respiratory Arrest/Failure,Inpatient Discharges,4066
11/2018,Respiratory Arrest/Failure,Inpatient Discharges,4357
12/2018,Respiratory Arrest/Failure,Inpatient Discharges,4936
1/2019,Respiratory Arrest/Failure,Inpatient Discharges,5380
2/2019,Respiratory Arrest/Failure,Inpatient Discharges,4804
3/2019,Respiratory Arrest/Failure,Inpatient Discharges,5301
4/2019,Respiratory Arrest/Failure,Inpatient Discharges,4610
5/2019,Respiratory Arrest/Failure,Inpatient Discharges,4553
6/2019,Respiratory Arrest/Failure,Inpatient Discharges,4251
7/2019,Respiratory Arrest/Failure,Inpatient Discharges,4158
8/2019,Respiratory Arrest/Failure,Inpatient Discharges,4022
9/2019,Respiratory Arrest/Failure,Inpatient Discharges,4039
10/2019,Respiratory Arrest/Failure,Inpatient Discharges,4292
11/2019,Respiratory Arrest/Failure,Inpatient Discharges,4272
12/2019,Respiratory Arrest/Failure,Inpatient Discharges,4856
1/2020,Respiratory Arrest/Failure,Inpatient Discharges,5625
2/2020,Respiratory Arrest/Failure,Inpatient Discharges,5189
3/2020,Respiratory Arrest/Failure,Inpatient Discharges,5273
4/2020,Respiratory Arrest/Failure,Inpatient Discharges,5236
5/2020,Respiratory Arrest/Failure,Inpatient Discharges,4957
6/2020,Respiratory Arrest/Failure,Inpatient Discharges,4750
7/2020,Respiratory Arrest/Failure,Inpatient Discharges,5985
8/2020,Respiratory Arrest/Failure,Inpatient Discharges,5837
9/2020,Respiratory Arrest/Failure,Inpatient Discharges,4845
10/2020,Respiratory Arrest/Failure,Inpatient Discharges,4776
11/2020,Respiratory Arrest/Failure,Inpatient Discharges,5459
12/2020,Respiratory Arrest/Failure,Inpatient Discharges,10992
1/2021,Respiratory Arrest/Failure,Inpatient Discharges,14350
2/2021,Respiratory Arrest/Failure,Inpatient Discharges,7664
3/2021,Respiratory Arrest/Failure,Inpatient Discharges,5536
4/2021,Respiratory Arrest/Failure,Inpatient Discharges,4442
5/2021,Respiratory Arrest/Failure,Inpatient Discharges,4403
6/2021,Respiratory Arrest/Failure,Inpatient Discharges,4173
7/2021,Respiratory Arrest/Failure,Inpatient Discharges,4468
8/2021,Respiratory Arrest/Failure,Inpatient Discharges,5726
9/2021,Respiratory Arrest/Failure,Inpatient Discharges,6069
10/2021,Respiratory Arrest/Failure,Inpatient Discharges,5723
11/2021,Respiratory Arrest/Failure,Inpatient Discharges,5572
12/2021,Respiratory Arrest/Failure,Inpatient Discharges,6141
1/2018,Sepsis,Inpatient Discharges,4765
2/2018,Sepsis,Inpatient Discharges,3507
3/2018,Sepsis,Inpatient Discharges,3861
4/2018,Sepsis,Inpatient Discharges,3212
5/2018,Sepsis,Inpatient Discharges,3037
6/2018,Sepsis,Inpatient Discharges,2864
7/2018,Sepsis,Inpatient Discharges,2860
8/2018,Sepsis,Inpatient Discharges,2945
9/2018,Sepsis,Inpatient Discharges,2712
10/2018,Sepsis,Inpatient Discharges,2925
11/2018,Sepsis,Inpatient Discharges,3006
12/2018,Sepsis,Inpatient Discharges,3495
1/2019,Sepsis,Inpatient Discharges,3870
2/2019,Sepsis,Inpatient Discharges,3392
3/2019,Sepsis,Inpatient Discharges,3769
4/2019,Sepsis,Inpatient Discharges,3204
5/2019,Sepsis,Inpatient Discharges,3200
6/2019,Sepsis,Inpatient Discharges,2919
7/2019,Sepsis,Inpatient Discharges,2863
8/2019,Sepsis,Inpatient Discharges,2689
9/2019,Sepsis,Inpatient Discharges,2726
10/2019,Sepsis,Inpatient Discharges,2969
11/2019,Sepsis,Inpatient Discharges,3016
12/2019,Sepsis,Inpatient Discharges,3408
1/2020,Sepsis,Inpatient Discharges,4106
2/2020,Sepsis,Inpatient Discharges,3650
3/2020,Sepsis,Inpatient Discharges,3863
4/2020,Sepsis,Inpatient Discharges,4077
5/2020,Sepsis,Inpatient Discharges,3848
6/2020,Sepsis,Inpatient Discharges,3609
7/2020,Sepsis,Inpatient Discharges,4674
8/2020,Sepsis,Inpatient Discharges,4652
9/2020,Sepsis,Inpatient Discharges,3760
10/2020,Sepsis,Inpatient Discharges,3580
11/2020,Sepsis,Inpatient Discharges,4195
12/2020,Sepsis,Inpatient Discharges,8547
1/2021,Sepsis,Inpatient Discharges,12183
2/2021,Sepsis,Inpatient Discharges,6742
3/2021,Sepsis,Inpatient Discharges,4439
4/2021,Sepsis,Inpatient Discharges,3248
5/2021,Sepsis,Inpatient Discharges,3174
6/2021,Sepsis,Inpatient Discharges,2876
7/2021,Sepsis,Inpatient Discharges,3283
8/2021,Sepsis,Inpatient Discharges,4600
9/2021,Sepsis,Inpatient Discharges,5120
10/2021,Sepsis,Inpatient Discharges,4509
11/2021,Sepsis,Inpatient Discharges,4408
12/2021,Sepsis,Inpatient Discharges,4729
1/2018,Stroke,Inpatient Discharges,543
2/2018,Stroke,Inpatient Discharges,447
3/2018,Stroke,Inpatient Discharges,490
4/2018,Stroke,Inpatient Discharges,441
5/2018,Stroke,Inpatient Discharges,396
6/2018,Stroke,Inpatient Discharges,405
7/2018,Stroke,Inpatient Discharges,376
8/2018,Stroke,Inpatient Discharges,393
9/2018,Stroke,Inpatient Discharges,392
10/2018,Stroke,Inpatient Discharges,354
11/2018,Stroke,Inpatient Discharges,436
12/2018,Stroke,Inpatient Discharges,471
1/2019,Stroke,Inpatient Discharges,502
2/2019,Stroke,Inpatient Discharges,434
3/2019,Stroke,Inpatient Discharges,475
4/2019,Stroke,Inpatient Discharges,457
5/2019,Stroke,Inpatient Discharges,427
6/2019,Stroke,Inpatient Discharges,403
7/2019,Stroke,Inpatient Discharges,373
8/2019,Stroke,Inpatient Discharges,390
9/2019,Stroke,Inpatient Discharges,382
10/2019,Stroke,Inpatient Discharges,409
11/2019,Stroke,Inpatient Discharges,397
12/2019,Stroke,Inpatient Discharges,461
1/2020,Stroke,Inpatient Discharges,524
2/2020,Stroke,Inpatient Discharges,485
3/2020,Stroke,Inpatient Discharges,460
4/2020,Stroke,Inpatient Discharges,401
5/2020,Stroke,Inpatient Discharges,379
6/2020,Stroke,Inpatient Discharges,446
7/2020,Stroke,Inpatient Discharges,433
8/2020,Stroke,Inpatient Discharges,493
9/2020,Stroke,Inpatient Discharges,440
10/2020,Stroke,Inpatient Discharges,415
11/2020,Stroke,Inpatient Discharges,459
12/2020,Stroke,Inpatient Discharges,673
1/2021,Stroke,Inpatient Discharges,962
2/2021,Stroke,Inpatient Discharges,647
3/2021,Stroke,Inpatient Discharges,553
4/2021,Stroke,Inpatient Discharges,448
5/2021,Stroke,Inpatient Discharges,456
6/2021,Stroke,Inpatient Discharges,430
7/2021,Stroke,Inpatient Discharges,466
8/2021,Stroke,Inpatient Discharges,520
9/2021,Stroke,Inpatient Discharges,522
10/2021,Stroke,Inpatient Discharges,520
11/2021,Stroke,Inpatient Discharges,492
12/2021,Stroke,Inpatient Discharges,560
1/2018,Substance Use Disorders,Inpatient Discharges,1355
2/2018,Substance Use Disorders,Inpatient Discharges,1031
3/2018,Substance Use Disorders,Inpatient Discharges,1093
4/2018,Substance Use Disorders,Inpatient Discharges,946
5/2018,Substance Use Disorders,Inpatient Discharges,944
6/2018,Substance Use Disorders,Inpatient Discharges,894
7/2018,Substance Use Disorders,Inpatient Discharges,911
8/2018,Substance Use Disorders,Inpatient Discharges,894
9/2018,Substance Use Disorders,Inpatient Discharges,854
10/2018,Substance Use Disorders,Inpatient Discharges,906
11/2018,Substance Use Disorders,Inpatient Discharges,942
12/2018,Substance Use Disorders,Inpatient Discharges,1042
1/2019,Substance Use Disorders,Inpatient Discharges,1129
2/2019,Substance Use Disorders,Inpatient Discharges,1036
3/2019,Substance Use Disorders,Inpatient Discharges,1093
4/2019,Substance Use Disorders,Inpatient Discharges,947
5/2019,Substance Use Disorders,Inpatient Discharges,940
6/2019,Substance Use Disorders,Inpatient Discharges,880
